project_ptr_id,name,budget,staff_list_plain,aims,description
890,<p>Fremantle Ports</p>,"<p>$30,659</p>","S Hoeksema, K Trayler",<p>The primary objective of the fortnightly water quality monitoring is to inform Fremantle Ports of the potential estuarine influences on the Inner Harbour&rsquo;s environmental conditions. This information will help Fremantle Ports distinguish between possible impacts of port related activities on the aquatic environment within the harbour and those associated with the prevailing estuarine conditions upstream of the port.</p>,"<p>Fremantle Ports developed a Water Quality Monitoring Program (WQMP) to help assess potential impacts to the marine environment from relevant aspects of port related activities. Department of Biodiversity Conservation and Attractions (DBCA) conducts a routine water quality monitoring program on the Swan Canning Estuary and is able to provide the service of undertaking fortnightly water quality monitoring to inform the WQMP and provide data to Fremantle Ports. The data is also used as part of reporting for the Swan Canning.</p>
<p>Fortnightly water quality monitoring involves <em>in situ</em> profiling of physical water quality parameters and the collection of water samples at four sites for analyses of nutrient, alkalinity, dissolved organic carbon and chlorophyll. Water profiles and the analytical dataset are reported back to Fremantle ports fortnightly.</p>
<p>&nbsp;</p>"
304,<p>Parks Australia and other Christmas Island land management organisations</p>,"<p>$250,000</p>","D Algar, N Hamilton","<p>The impact of cats on the biodiversity of Christmas Island is of significant concern to land management agencies and the broader community. In 2010, a management plan for cats was commissioned that would mitigate the environmental and social impacts of this alien invasive across the island. A strategy was recommended that provided a staged approach to management and control leading to cat eradication.</p>","<p>Stage 1 of the Management Plan involves de-sexing, micro-chipping and registration of all domestic (owned) cats on the island and implementation of an annual domestic cat survey to ensure no non-registered pets are being been kept.</p>
<p>&nbsp;</p>
<p>The primary aim of Stage 2 of the plan is to remove all stray cats within the town-site. Without implementation of Stage 2 a significant source of cats, particularly natal recruits, would be available to disperse into or reinvade territories vacated across the rest of the island (i.e. the national park and Unallocated Crown Land). Stage 2 was required before an island-wide control program (Stage 3) could be implemented. Stage 2 is an ongoing requirement and is to be continued until cat eradication has been successfully completed.</p>
<p>&nbsp;</p>
<p>Stage 3 commenced in 2015 and involves island-wide removal of feral cats through baiting, trapping and opportunistic shooting. Monitoring the outcome of this control effort is undertaken by Parks Australia.</p>"
298,"<p>University of California, Berkeley and Lawrence Hall of Science </p>",<p>$1K </p>,A Verveer,,
278,<p>Australian Biological Resources Study </p>,<p>$4K </p>,"M Cowan, S van Leeuwen, A Markey, S Dillon",,
274,"<p>ARC Linkage, The University of Western Australia, Chevron, Rio Tinto, Botanic Parks and Gardens Authority</p>","<p>$549,000 over four years</p>",S van Leeuwen,,
297,<p>Chevron</p>,"<p>$9,500,000</p>","C Sims, J Angus, S Garretson, L Gibson",,
296,<p>North Australian Marine Research Alliance</p>,"<p>$300,000 (2012-2014)</p>",S Whiting,,
291,<p>Botanic Gardens and Parks Authority </p>,<p>$26K </p>,N Bougher,,
290,<p>BHP Billiton Uranium </p>,<p>$179K </p>,"K Shepherd, M Byrne",,
281,"<p>Australian Institute of Marine Science, Australian National University</p>","<p>$13,000</p>","S Wilson, T Holmes","<p>To describe temporal and spatial patterns of fish recruitment on coral reefs</p>
<p>To explore the influence of large scale climatic conditions and smaller scale habitat measures on temporal and spatial patterns of recruitment</p>
<p>To&nbsp;assess the influence of recruitment, habitat and post recruitment processes on fish populations</p>","<p>Recruitment is a key process in determining future abundance of fish. Recruitment is however an inherently variable process, influenced by factors that regulate the supply of larvae from the ocean&nbsp;whilst&nbsp;post recruitment processes&nbsp;effect&nbsp;the survival of these recruits.&nbsp;This project involves collecting information on fish recruitment over large spatial and temporal scales to describe patterns in supply and the types of habitats favoured by different species. We then explore&nbsp;how&nbsp;large scale oceanic conditions (ENSO) influence supply of recruits and how availability of suitable recruit habitat effects survival of these young fish. The project is helping to identify essential nurserary habitats for fish and improve our ability to understand how populations of fish fluctuate through space&nbsp;and time.&nbsp;</p>"
